uniprot_acc	uniprot_name	seq_len	uniprot_description	uniprot_organism	seq_mw
Q92854	SEMA4D	862	Semaphorin-4D	HUMAN	111662.35
Q92858	ATOH1	354	Protein atonal homolog 1	HUMAN	44520.3199999999
Q92859	NEO1	1461	Neogenin	HUMAN	186320.789999999
Q92870	APBB2	758	Amyloid-beta A4 precursor protein-binding family B member 2	HUMAN	97012.4599999998
Q92871	PMM1	262	Phosphomannomutase 1	HUMAN	34449.23
Q92874	DNASE1L2	299	Deoxyribonuclease-1-like 2	HUMAN	38222.36
Q92876	KLK6	244	Kallikrein-6	HUMAN	31233.99
Q92878	RAD50	1312	DNA repair protein RAD50	HUMAN	177512.509999999
Q92879	CELF1	486	CUGBP Elav-like family member 1	HUMAN	60801.49
Q92882	OSTF1	214	Osteoclast-stimulating factor 1	HUMAN	27624.52
Q92886	NEUROG1	237	Neurogenin-1	HUMAN	29969.68
Q92887	ABCC2	1545	Canalicular multispecific organic anion transporter 1	HUMAN	202025.679999999
Q92888	ARHGEF1	912	Rho guanine nucleotide exchange factor 1	HUMAN	118848.61
Q92889	ERCC4	916	DNA repair endonuclease XPF	HUMAN	120971.41
Q92890	UFD1	307	Ubiquitin recognition factor in ER-associated degradation protein 1	HUMAN	40013.43
Q92896	GLG1	1179	Golgi apparatus protein 1	HUMAN	155776.269999999
Q92900	UPF1	1129	Regulator of nonsense transcripts 1	HUMAN	144668.56
Q92901	RPL3L	407	60S ribosomal protein L3-like	HUMAN	53610.8
Q92902	HPS1	700	Hermansky-Pudlak syndrome 1 protein	HUMAN	91885.7799999997
Q92903	CDS1	461	Phosphatidate cytidylyltransferase 1	HUMAN	61591.7800000001
Q92904	DAZL	295	Deleted in azoospermia-like	HUMAN	38475.21
Q92905	COPS5	334	COP9 signalosome complex subunit 5	HUMAN	43578.52
Q92908	GATA6	595	Transcription factor GATA-6	HUMAN	70734.5099999999
Q92911	SLC5A5	643	Sodium/iodide cotransporter	HUMAN	80233.4799999999
Q92913	FGF13	245	Fibroblast growth factor 13	HUMAN	31959.58
Q92914	FGF11	225	Fibroblast growth factor 11	HUMAN	29040.73
Q92915	FGF14	247	Fibroblast growth factor 14	HUMAN	32134.02
Q92917	GPKOW	476	G-patch domain and KOW motifs-containing protein	HUMAN	60786.8
Q92918	MAP4K1	833	Mitogen-activated protein kinase kinase kinase kinase 1	HUMAN	106286.51
Q92922	SMARCC1	1105	SWI/SNF complex subunit SMARCC1	HUMAN	142757.58
Q92925	SMARCD2	531	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2	HUMAN	68469.97
Q92928	RAB1C	201	Putative Ras-related protein Rab-1C	HUMAN	25620.41
Q92930	RAB8B	207	Ras-related protein Rab-8B	HUMAN	27295.58
Q92932	PTPRN2	1015	Receptor-type tyrosine-protein phosphatase N2	HUMAN	129540.57
Q92934	BAD	168	Bcl2-associated agonist of cell death	HUMAN	21400.57
Q92935	EXTL1	676	Exostosin-like 1	HUMAN	86857.97
Q92945	KHSRP	711	Far upstream element-binding protein 2	HUMAN	85907.3900000002
Q92947	GCDH	438	Glutaryl-CoA dehydrogenase, mitochondrial	HUMAN	56000.64
Q92949	FOXJ1	421	Forkhead box protein J1	HUMAN	52813.8799999999
Q92952	KCNN1	543	Small conductance calcium-activated potassium channel protein 1	HUMAN	69752.7100000002
Q92953	KCNB2	911	Potassium voltage-gated channel subfamily B member 2	HUMAN	118958.18
Q92954	PRG4	1404	Proteoglycan 4	HUMAN	176337.29
Q92956	TNFRSF14	283	Tumor necrosis factor receptor superfamily member 14	HUMAN	35472.53
Q92959	SLCO2A1	643	Solute carrier organic anion transporter family member 2A1	HUMAN	81611.1799999999
Q92963	RIT1	219	GTP-binding protein Rit1	HUMAN	29072.46
Q92966	SNAPC3	411	snRNA-activating protein complex subunit 3	HUMAN	54139.6700000001
Q92968	PEX13	403	Peroxisomal membrane protein PEX13	HUMAN	51372.33
Q92973	TNPO1	898	Transportin-1	HUMAN	118516.68
Q92974	ARHGEF2	986	Rho guanine nucleotide exchange factor 2	HUMAN	129289.08
Q92979	EMG1	244	Ribosomal RNA small subunit methyltransferase NEP1	HUMAN	31098.25
Q92982	NINJ1	152	Ninjurin-1	HUMAN	19065.72
Q92985	IRF7	503	Interferon regulatory factor 7	HUMAN	63322.0299999999
Q92988	DLX4	240	Homeobox protein DLX-4	HUMAN	30568.71
Q92989	CLP1	425	Polyribonucleotide 5'-hydroxyl-kinase Clp1	HUMAN	55284.6
Q92990	GLMN	594	Glomulin	HUMAN	78892.45
Q92993	KAT5	513	Histone acetyltransferase KAT5	HUMAN	67806.5700000001
Q92994	BRF1	677	Transcription factor IIIB 90 kDa subunit	HUMAN	86019.59
Q92995	USP13	863	Ubiquitin carboxyl-terminal hydrolase 13	HUMAN	112857.63
Q92997	DVL3	716	Segment polarity protein dishevelled homolog DVL-3	HUMAN	90936.5300000003
Q93008	USP9X	2570	Probable ubiquitin carboxyl-terminal hydrolase FAF-X	HUMAN	338565.73
Q93009	USP7	1102	Ubiquitin carboxyl-terminal hydrolase 7	HUMAN	148138.81
Q93015	NAA80	286	N-alpha-acetyltransferase 80	HUMAN	36580.04
Q93033	CD101	1021	Immunoglobulin superfamily member 2	HUMAN	133485.649999999
Q93034	CUL5	780	Cullin-5	HUMAN	104990.64
Q93038	TNFRSF25	417	Tumor necrosis factor receptor superfamily member 25	HUMAN	52880.1799999999
Q93045	STMN2	179	Stathmin-2	HUMAN	24035.05
Q93050	ATP6V0A1	837	V-type proton ATPase 116 kDa subunit a1	HUMAN	111474.8
Q93052	LPP	612	Lipoma-preferred partner	HUMAN	76754.4400000001
Q93062	RBPMS	196	RNA-binding protein with multiple splicing	HUMAN	25315.11
Q93063	EXT2	718	Exostosin-2	HUMAN	95172.64
Q93070	ART4	314	Ecto-ADP-ribosyltransferase 4	HUMAN	41516.91
Q93073	SECISBP2L	1101	Selenocysteine insertion sequence-binding protein 2-like	HUMAN	141594.1
Q93074	MED12	2177	Mediator of RNA polymerase II transcription subunit 12	HUMAN	282286.350000001
Q93075	TATDN2	761	Putative deoxyribonuclease TATDN2	HUMAN	98715.4199999997
Q93077	H2AC6	130	Histone H2A type 1-C	HUMAN	16429.7
Q93079	H2BC9	126	Histone H2B type 1-H	HUMAN	16144.17
Q93083	MT1L	61	Metallothionein-1L	HUMAN	7143.28
Q93084	ATP2A3	1043	Sarcoplasmic/endoplasmic reticulum calcium ATPase 3	HUMAN	132751.24
Q93086	P2RX5	422	P2X purinoceptor 5	HUMAN	54789.87
Q93088	BHMT	406	Betaine--homocysteine S-methyltransferase 1	HUMAN	52295.37
Q93091	RNASE6	150	Ribonuclease K6	HUMAN	19880.73
Q93096	PTP4A1	173	Protein tyrosine phosphatase type IVA 1	HUMAN	22914.02
Q93097	WNT2B	391	Protein Wnt-2b	HUMAN	50796.7300000001
Q93098	WNT8B	351	Protein Wnt-8b	HUMAN	45026.92
Q93099	HGD	445	Homogentisate 1,2-dioxygenase	HUMAN	57963.23
Q93100	PHKB	1093	Phosphorylase b kinase regulatory subunit beta	HUMAN	144559.009999999
Q95460	MR1	341	Major histocompatibility complex class I-related gene protein	HUMAN	45491.77
Q969D9	TSLP	159	Thymic stromal lymphopoietin	HUMAN	20987.97
Q969E1	LEAP2	77	Liver-expressed antimicrobial peptide 2	HUMAN	10182.81
Q969E2	SCAMP4	229	Secretory carrier-associated membrane protein 4	HUMAN	29835.73
Q969E3	UCN3	161	Urocortin-3	HUMAN	20843.55
Q969E4	TCEAL3	200	Transcription elongation factor A protein-like 3	HUMAN	26087.54
Q969E8	TSR2	191	Pre-rRNA-processing protein TSR2 homolog	HUMAN	24317.38
Q969F0	FATE1	183	Fetal and adult testis-expressed transcript protein	HUMAN	23990.66
Q969F1	GTF3C6	213	General transcription factor 3C polypeptide 6	HUMAN	27868.23
Q969F2	NKD2	451	Protein naked cuticle homolog 2	HUMAN	58162.74
Q969F8	KISS1R	398	KiSS-1 receptor	HUMAN	49738.8999999999
Q969F9	HPS3	1004	Hermansky-Pudlak syndrome 3 protein	HUMAN	131806.94
Q969G2	LHX4	390	LIM/homeobox protein Lhx4	HUMAN	50132.15
Q969G3	SMARCE1	411	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1	HUMAN	54036.1299999999
Q969G5	CAVIN3	261	Caveolae-associated protein 3	HUMAN	32385.5400000001
Q969G6	RFK	155	Riboflavin kinase	HUMAN	20397.75
Q969G9	NKD1	470	Protein naked cuticle homolog 1	HUMAN	60734.33
Q969H0	FBXW7	707	F-box/WD repeat-containing protein 7	HUMAN	92382.8999999998
Q969H4	CNKSR1	720	Connector enhancer of kinase suppressor of ras 1	HUMAN	92659.9299999999
Q969H6	POP5	163	Ribonuclease P/MRP protein subunit POP5	HUMAN	21738.41
Q969H8	MYDGF	173	Myeloid-derived growth factor	HUMAN	21894.1
Q969H9	DIRC1	104	Disrupted in renal carcinoma protein 1	HUMAN	13295.94
Q969I3	GLYATL1	302	Glycine N-acyltransferase-like protein 1	HUMAN	40524.1
Q969I6	SLC38A4	547	Sodium-coupled neutral amino acid transporter 4	HUMAN	70601.52
Q969J2	ZKSCAN4	545	Zinc finger protein with KRAB and SCAN domains 4	HUMAN	71380.43
Q969J3	BORCS5	196	BLOC-1-related complex subunit 5	HUMAN	25735.68
Q969J5	IL22RA2	263	Interleukin-22 receptor subunit alpha-2	HUMAN	35270.04
Q969K3	RNF34	372	E3 ubiquitin-protein ligase RNF34	HUMAN	48324.9900000001
Q969K4	ABTB1	478	Ankyrin repeat and BTB/POZ domain-containing protein 1	HUMAN	62573.02
Q969K7	TMEM54	222	Transmembrane protein 54	HUMAN	27753.99
Q969L2	MAL2	176	Protein MAL2	HUMAN	22278.33
Q969L4	LSM10	123	U7 snRNA-associated Sm-like protein LSm10	HUMAN	16278.14
Q969M1	TOMM40L	308	Mitochondrial import receptor subunit TOM40B	HUMAN	39448.03
Q969M2	GJA10	543	Gap junction alpha-10 protein	HUMAN	71636.87
Q969M3	YIPF5	257	Protein YIPF5	HUMAN	32601.69
Q969M7	UBE2F	185	NEDD8-conjugating enzyme UBE2F	HUMAN	24392.14
Q969N2	PIGT	578	GPI transamidase component PIG-T	HUMAN	76095.28
Q969N4	TAAR8	342	Trace amine-associated receptor 8	HUMAN	44172.62
Q969P0	IGSF8	613	Immunoglobulin superfamily member 8	HUMAN	76060.6799999999
Q969P5	FBXO32	355	F-box only protein 32	HUMAN	48015.2100000001
Q969P6	TOP1MT	601	DNA topoisomerase I, mitochondrial	HUMAN	80682.0200000001
Q969Q0	RPL36AL	106	60S ribosomal protein L36a-like	HUMAN	14360.58
Q969Q1	TRIM63	353	E3 ubiquitin-protein ligase TRIM63	HUMAN	46589.65
Q969Q4	ARL11	196	ADP-ribosylation factor-like protein 11	HUMAN	24903.88
Q969Q5	RAB24	203	Ras-related protein Rab-24	HUMAN	26763.54
Q969Q6	PPP2R3C	453	Serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit gamma	HUMAN	61459.41
Q969R2	OSBP2	916	Oxysterol-binding protein 2	HUMAN	117751.02
Q969R5	L3MBTL2	705	Lethal(3)malignant brain tumor-like protein 2	HUMAN	91794.0000000001
Q969R8	ITFG2	447	KICSTOR complex protein ITFG2	HUMAN	57348.6200000001
Q969S0	SLC35B4	331	UDP-xylose and UDP-N-acetylglucosamine transporter	HUMAN	43369.2000000001
Q969S2	NEIL2	332	Endonuclease 8-like 2	HUMAN	42790.04
Q969S3	ZNF622	477	Zinc finger protein 622	HUMAN	62848.1100000001
Q969S6	TMEM203	136	Transmembrane protein 203	HUMAN	18192.38
Q969S8	HDAC10	669	Polyamine deacetylase HDAC10	HUMAN	83480.5199999999
Q969S9	GFM2	779	Ribosome-releasing factor 2, mitochondrial	HUMAN	100618.02
Q969T3	SNX21	373	Sorting nexin-21	HUMAN	48067.77
Q969T4	UBE2E3	207	Ubiquitin-conjugating enzyme E2 E3	HUMAN	26624.03
Q969T7	NT5C3B	300	7-methylguanosine phosphate-specific 5'-nucleotidase	HUMAN	39776.6
Q969T9	WBP2	261	WW domain-binding protein 2	HUMAN	32771.19
Q969U6	FBXW5	566	F-box/WD repeat-containing protein 5	HUMAN	74102.0099999999
Q969U7	PSMG2	264	Proteasome assembly chaperone 2	HUMAN	34134.5
Q969V1	MCHR2	340	Melanin-concentrating hormone receptor 2	HUMAN	44956.79
Q969V3	NCLN	563	Nicalin	HUMAN	73100.05
Q969V4	TEKT1	418	Tektin-1	HUMAN	55796.33
Q969V5	MUL1	352	Mitochondrial ubiquitin ligase activator of NFKB 1	HUMAN	46123.93
Q969V6	MRTFA	931	Myocardin-related transcription factor A	HUMAN	115674.53
Q969W0	SPTSSA	71	Serine palmitoyltransferase small subunit A	HUMAN	9727.34
Q969W1	ZDHHC16	377	Palmitoyltransferase ZDHHC16	HUMAN	50407.63
Q969W3	FAM104A	186	Protein FAM104A	HUMAN	22817.07
Q969W8	ZNF566	418	Zinc finger protein 566	HUMAN	56732.1400000001
Q969W9	PMEPA1	287	Protein TMEPAI	HUMAN	36761.54
Q969X0	RILPL2	211	RILP-like protein 2	HUMAN	27769.66
Q969X1	TMBIM1	311	Protein lifeguard 3	HUMAN	40192.67
Q969X2	ST6GALNAC6	333	Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6	HUMAN	44049
Q969X5	ERGIC1	290	Endoplasmic reticulum-Golgi intermediate compartment protein 1	HUMAN	37799.25
Q969X6	UTP4	686	U3 small nucleolar RNA-associated protein 4 homolog	HUMAN	89231.8799999999
Q969Y0	NXPE3	559	NXPE family member 3	HUMAN	73852.88
Q969Y2	GTPBP3	492	tRNA modification GTPase GTPBP3, mitochondrial	HUMAN	60904.7199999999
Q969Z0	TBRG4	631	FAST kinase domain-containing protein 4	HUMAN	82088.92
Q969Z3	MTARC2	335	Mitochondrial amidoxime reducing component 2	HUMAN	44041.05
Q969Z4	RELT	430	Tumor necrosis factor receptor superfamily member 19L	HUMAN	53821.1599999999
Q96A00	PPP1R14A	147	Protein phosphatase 1 regulatory subunit 14A	HUMAN	19323.46
Q96A04	TSACC	125	TSSK6-activating co-chaperone protein	HUMAN	15903.8
Q96A05	ATP6V1E2	226	V-type proton ATPase subunit E 2	HUMAN	30128.38
Q96A08	H2BC1	127	Histone H2B type 1-A	HUMAN	16437.54
Q96A09	TENT5B	425	Terminal nucleotidyltransferase 5B	HUMAN	54326.75
Q96A11	GAL3ST3	431	Galactose-3-O-sulfotransferase 3	HUMAN	56702.9899999999
Q96A19	CCDC102A	550	Coiled-coil domain-containing protein 102A	HUMAN	72487.2299999999
Q96A22	C11orf52	123	Uncharacterized protein C11orf52	HUMAN	16118.59
Q96A23	CPNE4	557	Copine-4	HUMAN	72412.5900000001
Q96A25	TMEM106A	262	Transmembrane protein 106A	HUMAN	33622.76
Q96A26	FAM162A	154	Protein FAM162A	HUMAN	20098.92
Q96A28	SLAMF9	289	SLAM family member 9	HUMAN	37625.21
Q96A29	SLC35C1	364	GDP-fucose transporter 1	HUMAN	46349.07
Q96A32	MYLPF	169	Myosin regulatory light chain 2, skeletal muscle isoform	HUMAN	22041.44
Q96A33	CCDC47	483	Coiled-coil domain-containing protein 47	HUMAN	64558
Q96A35	MRPL24	216	39S ribosomal protein L24, mitochondrial	HUMAN	28788.39
Q96A37	RNF166	237	E3 ubiquitin-protein ligase RNF166	HUMAN	30374.15
Q96A44	SPSB4	273	SPRY domain-containing SOCS box protein 4	HUMAN	35079.19
Q96A46	SLC25A28	364	Mitoferrin-2	HUMAN	45811.96
Q96A47	ISL2	359	Insulin gene enhancer protein ISL-2	HUMAN	46218.56
Q96A49	SYAP1	352	Synapse-associated protein 1	HUMAN	46257.41
Q96A54	ADIPOR1	375	Adiponectin receptor protein 1	HUMAN	49354
Q96A56	TP53INP1	240	Tumor protein p53-inducible nuclear protein 1	HUMAN	31672.2
Q96A57	TMEM230	120	Transmembrane protein 230	HUMAN	15332.49
Q96A58	RERG	199	Ras-related and estrogen-regulated growth inhibitor	HUMAN	26175.2
Q96A59	MARVELD3	401	MARVEL domain-containing protein 3	HUMAN	52117.2900000001
Q96A61	TRIM52	297	E3 ubiquitin-protein ligase TRIM52	HUMAN	39986.05
Q96A65	EXOC4	974	Exocyst complex component 4	HUMAN	128028.779999999
Q96A70	AZIN2	460	Antizyme inhibitor 2	HUMAN	58249.56
Q96A72	MAGOHB	148	Protein mago nashi homolog 2	HUMAN	19924.28
Q96A73	KIAA1191	305	Putative monooxygenase p33MONOX	HUMAN	38723.76
Q96A83	COL26A1	441	Collagen alpha-1(XXVI) chain	HUMAN	53308.5399999999
Q96A84	EMID1	441	EMI domain-containing protein 1	HUMAN	53219.7099999999
Q96A98	PTH2	100	Tuberoinfundibular peptide of 39 residues	HUMAN	12986.01
Q96A99	PTX4	478	Pentraxin-4	HUMAN	60933.51
Q96AA3	RFT1	541	Protein RFT1 homolog	HUMAN	70064.61
Q96AA8	JAKMIP2	810	Janus kinase and microtubule-interacting protein 2	HUMAN	109509.73
Q96AB3	ISOC2	205	Isochorismatase domain-containing protein 2	HUMAN	26012.73
Q96AB6	NTAN1	310	Protein N-terminal asparagine amidohydrolase	HUMAN	40244.46
Q96AC1	FERMT2	680	Fermitin family homolog 2	HUMAN	90094.1399999999
Q96AC6	KIFC2	838	Kinesin-like protein KIFC2	HUMAN	105227.46
Q96AD5	PNPLA2	504	Patatin-like phospholipase domain-containing protein 2	HUMAN	64378.4899999999
Q96AE4	FUBP1	644	Far upstream element-binding protein 1	HUMAN	79145.3600000001
Q96AE7	TTC17	1141	Tetratricopeptide repeat protein 17	HUMAN	150098.04
Q96AG3	SLC25A46	418	Solute carrier family 25 member 46	HUMAN	53687.0500000001
Q96AG4	LRRC59	307	Leucine-rich repeat-containing protein 59	HUMAN	40443.7700000001
Q96AH0	NABP1	204	SOSS complex subunit B2	HUMAN	26080.73
Q96AH8	RAB7B	199	Ras-related protein Rab-7b	HUMAN	26078.39
Q96AJ1	CLUAP1	413	Clusterin-associated protein 1	HUMAN	55548.02
Q96AJ9	VTI1A	217	Vesicle transport through interaction with t-SNAREs homolog 1A	HUMAN	29109.37
Q96AK3	APOBEC3D	386	DNA dC->dU-editing enzyme APOBEC-3D	HUMAN	53534.77
Q96AM1	MRGPRF	343	Mas-related G-protein coupled receptor member F	HUMAN	44333.33
Q96AN5	TMEM143	459	Transmembrane protein 143	HUMAN	59966.73
Q96AP0	ACD	458	Adrenocortical dysplasia protein homolog	HUMAN	57200.8899999999
Q96AP4	ZUP1	578	Zinc finger-containing ubiquitin peptidase 1	HUMAN	76354.54
Q96AP7	ESAM	390	Endothelial cell-selective adhesion molecule	HUMAN	48184.8499999999
Q96AQ1	CCDC74A	378	Coiled-coil domain-containing protein 74A	HUMAN	48397.58
Q96AQ2	TMEM125	219	Transmembrane protein 125	HUMAN	26099.82
Q96AQ6	PBXIP1	731	Pre-B-cell leukemia transcription factor-interacting protein 1	HUMAN	93795.6300000001
Q96AQ7	CIDEC	238	Cell death activator CIDE-3	HUMAN	31024.1
Q96AQ8	MCUR1	359	Mitochondrial calcium uniporter regulator 1	HUMAN	46144.21
Q96AQ9	FAM131C	280	Protein FAM131C	HUMAN	35378.16
Q96AT1	KIAA1143	154	Uncharacterized protein KIAA1143	HUMAN	20221.96
Q96AT9	RPE	228	Ribulose-phosphate 3-epimerase	HUMAN	29017.64
Q96AV8	E2F7	911	Transcription factor E2F7	HUMAN	116283.17
Q96AW1	VOPP1	172	Vesicular, overexpressed in cancer, prosurvival protein 1	HUMAN	22305.31
Q96AX1	VPS33A	596	Vacuolar protein sorting-associated protein 33A	HUMAN	78331.02
Q96AX2	RAB37	223	Ras-related protein Rab-37	HUMAN	28814.98
Q96AX9	MIB2	1013	E3 ubiquitin-protein ligase MIB2	HUMAN	128172.44
Q96AY2	EME1	570	Crossover junction endonuclease EME1	HUMAN	73503.5199999999
Q96AY3	FKBP10	582	Peptidyl-prolyl cis-trans isomerase FKBP10	HUMAN	74712.9100000001
Q96AY4	TTC28	2481	Tetratricopeptide repeat protein 28	HUMAN	315566.680000001
Q96AZ1	EEF1AKMT3	226	EEF1A lysine methyltransferase 3	HUMAN	28965.01
Q96AZ6	ISG20	181	Interferon-stimulated gene 20 kDa protein	HUMAN	23606.56
Q96B01	RAD51AP1	352	RAD51-associated protein 1	HUMAN	44781.1599999999
Q96B02	UBE2W	151	Ubiquitin-conjugating enzyme E2 W	HUMAN	20033.35
Q96B18	DACT3	629	Dapper homolog 3	HUMAN	76263.3799999997
Q96B21	TMEM45B	275	Transmembrane protein 45B	HUMAN	36762.86
Q96B23	C18orf25	404	Uncharacterized protein C18orf25	HUMAN	50655.75
Q96B26	EXOSC8	276	Exosome complex component RRP43	HUMAN	34994.32
Q96B33	CLDN23	292	Claudin-23	HUMAN	37157.82
Q96B36	AKT1S1	256	Proline-rich AKT1 substrate 1	HUMAN	31977.57
Q96B42	TMEM18	140	Transmembrane protein 18	HUMAN	18769.6
Q96B45	BORCS7	106	BLOC-1-related complex subunit 7	HUMAN	13587.17
Q96B49	TOMM6	74	Mitochondrial import receptor subunit TOM6 homolog	HUMAN	9317.29
Q96B54	ZNF428	188	Zinc finger protein 428	HUMAN	23849.66
Q96B67	ARRDC3	414	Arrestin domain-containing protein 3	HUMAN	53835.4999999999
Q96B70	LENG9	501	Leukocyte receptor cluster member 9	HUMAN	62175.26
Q96B77	TMEM186	213	Transmembrane protein 186	HUMAN	28712.77
Q96B86	RGMA	450	Repulsive guidance molecule A	HUMAN	57436.83
Q96B96	TMEM159	161	Lipid droplet assembly factor 1	HUMAN	20404.6
Q96B97	SH3KBP1	665	SH3 domain-containing kinase-binding protein 1	HUMAN	85089.2299999999
Q96BA8	CREB3L1	519	Cyclic AMP-responsive element-binding protein 3-like protein 1	HUMAN	66338.04
Q96BD0	SLCO4A1	722	Solute carrier organic anion transporter family member 4A1	HUMAN	90183.6799999998
Q96BD5	PHF21A	680	PHD finger protein 21A	HUMAN	87087.51
Q96BD6	SPSB1	273	SPRY domain-containing SOCS box protein 1	HUMAN	35842.22
Q96BD8	SKA1	255	Spindle and kinetochore-associated protein 1	HUMAN	34060.14
Q96BF3	TMIGD2	282	Transmembrane and immunoglobulin domain-containing protein 2	HUMAN	35737.53
Q96BF6	NACC2	587	Nucleus accumbens-associated protein 2	HUMAN	73394.4600000001
Q96BH1	RNF25	459	E3 ubiquitin-protein ligase RNF25	HUMAN	59470.3399999999
Q96BH3	ELSPBP1	223	Epididymal sperm-binding protein 1	HUMAN	30105.93
Q96BI1	SLC22A18	424	Solute carrier family 22 member 18	HUMAN	52466.88
Q96BI3	APH1A	265	Gamma-secretase subunit APH-1A	HUMAN	33752.63
Q96BJ3	AIDA	306	Axin interactor, dorsalization-associated protein	HUMAN	40518.3300000001
Q96BJ8	ELMO3	720	Engulfment and cell motility protein 3	HUMAN	94421.2799999999
Q96BK5	PINX1	328	PIN2/TERF1-interacting telomerase inhibitor 1	HUMAN	42926.13
Q96BM0	IFI27L1	104	Interferon alpha-inducible protein 27-like protein 1	HUMAN	11404.87
Q96BM1	ANKRD9	317	Ankyrin repeat domain-containing protein 9	HUMAN	39988.88
Q96BM9	ARL8A	186	ADP-ribosylation factor-like protein 8A	HUMAN	24749.09
Q96BN2	TADA1	335	Transcriptional adapter 1	HUMAN	43399.34
Q96BN6	FAM149B1	582	Protein FAM149B1	HUMAN	75085.6699999999
Q96BN8	OTULIN	352	Ubiquitin thioesterase otulin	HUMAN	46586.89
Q96BP2	CHCHD1	118	Coiled-coil-helix-coiled-coil-helix domain-containing protein 1	HUMAN	15582.72
Q96BP3	PPWD1	646	Peptidylprolyl isomerase domain and WD repeat-containing protein 1	HUMAN	85195.62
Q96BQ1	FAM3D	224	Protein FAM3D	HUMAN	28981.13
Q96BQ3	TRIM43	446	Tripartite motif-containing protein 43	HUMAN	60282.7000000001
Q96BQ5	CCDC127	260	Coiled-coil domain-containing protein 127	HUMAN	35500.65
Q96BR1	SGK3	496	Serine/threonine-protein kinase Sgk3	HUMAN	66026.48
Q96BR5	COA7	231	Cytochrome c oxidase assembly factor 7	HUMAN	29853.1
Q96BR6	ZNF669	464	Zinc finger protein 669	HUMAN	60938.2100000001
Q96BR9	ZBTB8A	441	Zinc finger and BTB domain-containing protein 8A	HUMAN	58068.27
Q96BS2	TESC	214	Calcineurin B homologous protein 3	HUMAN	28587.46
Q96BT1	C3orf49	292	Putative uncharacterized protein C3orf49	HUMAN	38703.58
Q96BT3	CENPT	561	Centromere protein T	HUMAN	70512.0399999998
Q96BT7	ALKBH8	664	Alkylated DNA repair protein alkB homolog 8	HUMAN	87153.4799999999
Q96BU1	S100PBP	408	S100P-binding protein	HUMAN	52914.65
Q96BV0	ZNF775	537	Zinc finger protein 775	HUMAN	69408.79
Q96BW1	UPRT	309	Uracil phosphoribosyltransferase homolog	HUMAN	39335.67
Q96BW5	PTER	349	Phosphotriesterase-related protein	HUMAN	45287.9400000001
Q96BW9	TAMM41	452	Phosphatidate cytidylyltransferase, mitochondrial	HUMAN	59192.4900000001
Q96BX8	MOB3A	217	MOB kinase activator 3A	HUMAN	29355.95
Q96BY2	MOAP1	351	Modulator of apoptosis 1	HUMAN	45818.7
Q96BY6	DOCK10	2186	Dedicator of cytokinesis protein 10	HUMAN	288897.699999999
Q96BY7	ATG2B	2078	Autophagy-related protein 2 homolog B	HUMAN	270183.309999999
Q96BY9	SARAF	339	Store-operated calcium entry-associated regulatory factor	HUMAN	43064.83
Q96BZ4	PLD4	506	5'-3' exonuclease PLD4	HUMAN	64725.03
Q96BZ8	LENG1	264	Leukocyte receptor cluster member 1	HUMAN	35267.42
Q96BZ9	TBC1D20	403	TBC1 domain family member 20	HUMAN	53097.84
Q96C00	ZBTB9	473	Zinc finger and BTB domain-containing protein 9	HUMAN	59106.1500000001
Q96C01	FAM136A	138	Protein FAM136A	HUMAN	18109.63
Q96C03	MIEF2	454	Mitochondrial dynamics protein MID49	HUMAN	57430.64
Q96C10	DHX58	678	Probable ATP-dependent RNA helicase DHX58	HUMAN	88810.6399999999
Q96C11	FGGY	551	FGGY carbohydrate kinase domain-containing protein	HUMAN	69902.71
Q96C12	ARMC5	935	Armadillo repeat-containing protein 5	HUMAN	114509.7
Q96C19	EFHD2	240	EF-hand domain-containing protein D2	HUMAN	31003.35
Q96C23	GALM	342	Galactose mutarotase	HUMAN	43909.33
Q96C24	SYTL4	671	Synaptotagmin-like protein 4	HUMAN	88094.71
Q96C28	ZNF707	371	Zinc finger protein 707	HUMAN	49754.0400000001
Q96C34	RUNDC1	613	RUN domain-containing protein 1	HUMAN	78669.5399999999
Q96C36	PYCR2	320	Pyrroline-5-carboxylate reductase 2	HUMAN	39384.74
Q96C45	ULK4	1275	Serine/threonine-protein kinase ULK4	HUMAN	165395.559999999
Q96C55	ZNF524	264	Zinc finger protein 524	HUMAN	33447.8
Q96C57	CUSTOS	262	Protein CUSTOS	HUMAN	32872.82
Q96C74	ROPN1L	230	Ropporin-1-like protein	HUMAN	30233.21
Q96C86	DCPS	337	m7GpppX diphosphatase	HUMAN	44662.62
Q96C90	PPP1R14B	147	Protein phosphatase 1 regulatory subunit 14B	HUMAN	18541.45
